The Message,GRANDMASTER FLASH & THE FURIOUS FIVE,1900,1982,conscious hip hop,electro,Estados Unidos,hip hop,old school hip hop,-,-,-,-,-,-,-,-,-
Berlin,LOU REED,1900,1970s,1973,art rock,Estados Unidos,rock,-,-,-,-,-,-,-,-,-,-
Fantasea,AZEALIA BANKS,1900,2012,dance-pop,electrónica,Estados Unidos,hip hop,hip house,mixtape,R&B,siglo XXI,-,-,-,-,-,-
Wild Things,BUSH TETRAS,1900,1983,Estados Unidos,no wave,post-punk,punk funk,-,-,-,-,-,-,-,-,-,-
Highway 61 Revisited,BOB DYLAN,1900,1960s,1965,blues-rock,Estados Unidos,folk-rock,rock,rock psicodélico,-,-,-,-,-,-,-,-
Tensión. Spanish Experimental Underground...,Varios,1900,2012,avant-garde,no wave,noise,pop,recopilación,rock,synthpop,-,-,-,-,-,-,-
Rid Of Me,PJ HARVEY,1900,1990s,1993,indie rock,Inglaterra,lo-fi,rock,-,-,-,-,-,-,-,-,-
Valentina,THE WEDDING PRESENT,1900,2012,indie rock,Inglaterra,siglo XXI,-,-,-,-,-,-,-,-,-,-,-
Format. B-Sides And Bonus Tracks 1996-2009,PET SHOP BOYS,1900,1990s,2012,dance-pop,Inglaterra,pop,recopilación,siglo XXI,synthpop,-,-,-,-,-,-,-
Cactus,DUOT,1900,2012,Barcelona,improvisación,siglo XXI,-,-,-,-,-,-,-,-,-,-,-
Born This Way,LADY GAGA,1900,2011,dance-pop,Estados Unidos,pop,siglo XXI,-,-,-,-,-,-,-,-,-,-
Nothing's Gonna Change...,JUSTIN TOWNES EARLE,1900,2012,alt-country,americana,country,Estados Unidos,folk-rock,siglo XXI,-,-,-,-,-,-,-,-
Reproches y vehemencias...,CARLOS BERLANGA,1900,1990s,2010,disco,glam rock,Madrid,pop,post-punk,recopilación,siglo XXI,-,-,-,-,-,-
Aedificatoria,FIRA FEM,1900,2012,electro-rock,Madrid,pop psicodélico,rock,siglo XXI,space rock,-,-,-,-,-,-,-,-
1966,KAREN DALTON,1900,1960s,2012,Estados Unidos,folk,recopilación,-,-,-,-,-,-,-,-,-,-
Molly Drake,MOLLY DRAKE,1900,1950s,2011,canción,folk,Inglaterra,-,-,-,-,-,-,-,-,-,-
Dummy,PORTISHEAD,1900,1990s,1994,Inglaterra,trip hop,-,-,-,-,-,-,-,-,-,-,-
All My Bad Thoughts,THE MONTGOLFIER BROTHERS,1900,2005,folk-pop,indie pop,Inglaterra,siglo XXI,soft rock,-,-,-,-,-,-,-,-,-
Pleistozenoko astelehenak,JUPITER JON,1900,2011,en euskera,Irun,post-punk,rock,siglo XXI,-,-,-,-,-,-,-,-,-
Roots,SEPULTURA,1900,1990s,1996,Brasil,heavy metal,thrash metal,-,-,-,-,-,-,-,-,-,-
Radio Music Society,ESPERANZA SPALDING,1900,2012,Estados Unidos,jazz fusión,jazz-funk,siglo XXI,-,-,-,-,-,-,-,-,-,-
Tramp,SHARON VAN ETTEN,1900,2012,Estados Unidos,folk-rock,indie folk,siglo XXI,-,-,-,-,-,-,-,-,-,-
The Descendants,Varios,1900,2011,bandas sonoras,Estados Unidos,música hawaiana,siglo XXI,-,-,-,-,-,-,-,-,-,-
Clear Heart Full Eyes,CRAIG FINN,1900,2012,alt-country,americana,Estados Unidos,rock,siglo XXI,-,-,-,-,-,-,-,-,-
Sonik Kicks,PAUL WELLER,1900,2012,Inglaterra,pop,rock,siglo XXI,-,-,-,-,-,-,-,-,-,-
Between The Times And The Tides,LEE RANALDO,1900,2010s,2012,Estados Unidos,pop-rock,rock,-,-,-,-,-,-,-,-,-,-
Cyrk,CATE LE BON,1900,2012,folk psicodélico,Gales,pop psicodélico,siglo XXI,-,-,-,-,-,-,-,-,-,-
Omega,MORENTE & LAGARTIJA NICK,1900,1990s,1996,avant-garde,flamenco,flamenco-rock,Granada,-,-,-,-,-,-,-,-,-
I Will Set You Free,BARRY ADAMSON,1900,2012,experimental rock,Inglaterra,pop,siglo XXI,-,-,-,-,-,-,-,-,-,-
A Victim Of Stars 1982-2012,DAVID SYLVIAN,1900,1990s,2012,ambient,art rock,avant-garde,electrónica,Inglaterra,modern classical,música experimental,pop,recopilación,siglo XXI,-,-,-
Maraqopa,DAMIEN JURADO,1900,2010s,2012,Estados Unidos,folk-rock,rock,-,-,-,-,-,-,-,-,-,-
Hospitality,HOSPITALITY,1900,2012,Estados Unidos,indie pop,pop-rock,siglo XXI,-,-,-,-,-,-,-,-,-,-
Instrumental Mixtape 2,CLAMS CASINO,1900,2012,electrónica,Estados Unidos,hip hop,mixtape,música experimental,remix,siglo XXI,-,-,-,-,-,-,-
Nuevo ritmo,JOE CREPÚSCULO,1900,2011,Barcelona,neomestizaje,pop,siglo XXI,-,-,-,-,-,-,-,-,-,-
Black Sun,KODE9 & THE SPACEAPE,1900,2011,dubstep,electrónica,Escocia,siglo XXI,-,-,-,-,-,-,-,-,-,-
A Matter Of Time,LE PEUPLE DE L'HERBE,1900,2012,electro-rock,electrónica,Francia,funk,hip hop,reggae,siglo XXI,spoken word,-,-,-,-,-,-
Wolfroy Goes To Town,BONNIE PRINCE BILLY,1900,2011,alt-country,country-folk,Estados Unidos,indie folk,siglo XXI,-,-,-,-,-,-,-,-,-
Fang,GUILLAMINO,1900,2011,en catalán,funk,La Bisbal d'Empordà,R&B,siglo XXI,-,-,-,-,-,-,-,-,-
The King Of Limbs,RADIOHEAD,1900,2011,experimental rock,Inglaterra,rock,siglo XXI,-,-,-,-,-,-,-,-,-,-
Attack On Memory,CLOUD NOTHINGS,1900,2012,Estados Unidos,indie rock,lo-fi,noise rock,post-hardcore,rock,siglo XXI,-,-,-,-,-,-,-
The Piper At The Gates Of Dawn,PINK FLOYD,1900,1960s,1967,Inglaterra,rock psicodélico,space rock,-,-,-,-,-,-,-,-,-,-
Hot Sauce Committee Part Two,BEASTIE BOYS,1900,2011,dub,Estados Unidos,funk,hardcore punk,hip hop,neopsicodelia,old school hip hop,rap rock,siglo XXI,-,-,-,-,-
Seamonsters,THE WEDDING PRESENT,1900,1990s,1991,indie rock,Inglaterra,-,-,-,-,-,-,-,-,-,-,-
Pinch & Shackleton,PINCH & SHACKLETON,1900,2011,dubstep,electrónica,Inglaterra,siglo XXI,-,-,-,-,-,-,-,-,-,-
You Are Not Alone,MAVIS STAPLES,1900,2010,2010s,Estados Unidos,gospel,rhythm'n'blues,rock,soul,-,-,-,-,-,-,-,-
Nevermind (RDL 82),NIRVANA,1900,1990s,1991,Estados Unidos,grunge,rock,-,-,-,-,-,-,-,-,-,-
